0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.077469,-0.01248,-0.093807,-0.015175,0.099686,-0.0029535
-0.0021854,-0.00026042,-0.021616,0.0010842,-0.022292,-0.00017063
0.0002157,3.9981e-05,-1.7701e-05,4.8144e-05,-0.00033,2.0731e-05
5.951e-07,1.8137e-07,1.6428e-06,-1.8804e-06,1.1585e-05,-5.1315e-08
-8.5349e-08,-2.3865e-08,5.5039e-09,-1.6701e-08,1.376e-07,-1.0262e-08
-6.637e-11,-3.6362e-11,-2.1321e-10,5.6729e-10,-2.2281e-09,1.5903e-11
1.2594e-11,4.1978e-12,-1.2706e-13,1.183e-12,-2.0919e-11,1.8755e-12
2.9078e-15,2.314e-15,1.2651e-14,-3.7266e-14,1.4086e-13,5.3647e-16
-6.3706e-16,-2.3172e-16,-2.8506e-17,2.9863e-17,1.0488e-15,-1.0091e-16
0.063519,0.021174,-0.042092,-0.015816,0.035661,-0.064043
-0.0028916,0.00060481,-0.022894,0.0059381,-0.02292,-0.0012962
0.00023779,6.4919e-05,-9.1374e-05,0.00010465,-0.00021716,3.6473e-05
1.022e-06,-3.0927e-07,2.3053e-06,-2.5682e-06,1.1466e-05,1.7761e-07
-9.3413e-08,-3.9007e-08,4.244e-08,-4.8951e-08,7.7056e-08,-8.9648e-09
-1.4749e-10,3.797e-11,-3.4283e-10,6.8093e-10,-2.1899e-09,4.356e-13
1.3649e-11,7.0163e-12,-6.7282e-12,6.6085e-12,-1.0219e-11,1.3139e-12
7.7492e-15,-1.307e-15,2.0933e-14,-4.5063e-14,1.3872e-13,9.8182e-16
-6.8361e-16,-3.9509e-16,3.5084e-16,-2.552e-16,4.4757e-16,-6.6283e-17
0.06607,0.053522,-0.00022503,-0.001641,0.021332,-0.13335
-0.0030651,0.0015229,-0.022882,0.0098317,-0.021328,-0.0027586
0.00023158,8.4745e-05,-0.00016762,0.00015348,-0.00015263,4.889e-05
1.1251e-06,-9.6176e-07,2.0764e-06,-2.7777e-06,1.0817e-05,6.011e-07
-9.0425e-08,-5.0206e-08,7.903e-08,-7.8153e-08,3.6187e-08,-3.4243e-09
-1.6758e-10,1.4426e-10,-2.8327e-10,6.892e-10,-2.1039e-09,-3.4417e-11
1.3084e-11,9.1382e-12,-1.3215e-11,1.2013e-11,-2.6675e-12,-1.7004e-14
8.9854e-15,-6.5477e-15,1.7097e-14,-4.5646e-14,1.3484e-13,1.5283e-15
-6.4908e-16,-5.2213e-16,7.2627e-16,-5.7014e-16,1.8696e-17,7.7584e-18
0.083296,0.11478,-0.021285,0.036158,0.077629,-0.24584
-0.0028445,0.0022058,-0.020993,0.013762,-0.0156,-0.0048248
0.00019651,6.9038e-05,-0.00020768,0.00015409,-0.00017473,2.4992e-05
8.986e-07,-2.3101e-06,2.604e-07,-2.1086e-06,8.9034e-06,1.4453e-06
-7.8477e-08,-3.4814e-08,8.9259e-08,-7.7332e-08,4.3063e-08,2.4572e-08
-1.202e-10,4.4303e-10,1.6282e-10,5.0662e-10,-1.8658e-09,-1.5775e-10
1.1509e-11,6.2746e-12,-1.4014e-11,1.2279e-11,-4.4552e-12,-5.3487e-12
6.1511e-15,-2.4604e-14,-1.3503e-14,-3.3321e-14,1.2449e-13,7.1573e-15
-5.7468e-16,-3.6987e-16,7.4542e-16,-6.2296e-16,1.6766e-16,3.1328e-16
0.088712,0.15876,-0.053968,-0.033385,0.037798,-0.33243
-0.0029017,0.00095637,-0.021983,0.014986,-0.011778,-0.0058995
0.00016267,4.2932e-05,-0.00020894,0.00019875,-0.00013636,5.9165e-05
1.0586e-06,-2.4482e-06,8.6481e-07,-8.4166e-07,6.3907e-06,1.5044e-06
-6.3113e-08,-7.5335e-09,7.3642e-08,-7.6872e-08,3.5431e-08,1.6098e-09
-1.6942e-10,5.5079e-10,1.2516e-10,2.1751e-10,-1.3643e-09,-9.6638e-11
9.0371e-12,6.7606e-13,-9.3629e-12,1.0627e-11,-5.4719e-12,-9.3214e-13
9.8233e-15,-3.3637e-14,-1.5244e-14,-1.5627e-14,9.4524e-14,-4.8726e-16
-4.3895e-16,-4.1393e-17,4.1937e-16,-4.9489e-16,3.3886e-16,7.3465e-17
0.081411,0.20147,-0.066009,-0.060763,0.024574,-0.40349
-0.0024704,-0.00034441,-0.022928,0.017167,-0.009272,-0.0055567
0.00013225,2.9291e-05,-0.000174,0.00013224,-0.00010667,3.8002e-05
8.6177e-07,-1.242e-06,2.115e-06,-1.3083e-06,5.1647e-06,1.2736e-06
-4.6905e-08,2.9235e-09,4.8911e-08,-3.2275e-08,1.1913e-08,3.7774e-09
-1.3175e-10,2.5531e-10,-1.0879e-10,2.2832e-10,-1.1514e-09,-8.1193e-11
6.4105e-12,-1.5108e-12,-4.911e-12,2.4397e-12,-5.8079e-13,-2.2202e-14
7.4101e-15,-1.3799e-14,-1.4785e-15,-1.4297e-14,8.279e-14,-2.2092e-16
-3.0134e-16,9.6113e-17,1.7866e-16,-3.2549e-17,3.1043e-17,-1.9306e-17
0.08489,0.26243,-0.077379,0.078301,0.018189,-0.37748
-0.001386,-0.0010917,-0.019912,0.015456,-0.0083281,-0.0029784
8.6002e-05,-8.1628e-07,-0.00013492,-7.6171e-05,-0.00015071,-9.9843e-05
2.0039e-07,-1.2527e-07,1.8836e-06,-1.5481e-08,5.4254e-06,-1.3755e-07
-2.7499e-08,1.4993e-08,3.0787e-08,5.8498e-08,5.5966e-08,6.3917e-08
2.3515e-12,-2.7827e-11,-1.3249e-10,-1.4374e-10,-1.2194e-09,1.2548e-10
3.8071e-12,-3.6414e-12,-2.3598e-12,-1.2033e-11,-8.5478e-12,-8.8198e-12
-9.681e-16,5.1025e-15,1.5843e-15,1.1912e-14,8.7674e-14,-9.0926e-15
-1.8771e-16,2.2688e-16,7.1132e-17,7.3683e-16,4.1946e-16,3.9877e-16
0.079715,0.30722,-0.066882,0.23993,-0.081223,-0.32963
-0.0011849,-0.00042132,-0.015464,0.0085552,-0.0073153,-0.001632
4.1343e-05,-1.5717e-05,-0.00011595,-0.00022907,-0.0001873,-0.00011574
1.3024e-07,-3.7858e-07,2.1198e-06,3.8969e-06,4.5187e-06,-7.8312e-07
-8.604e-09,1.7263e-08,1.9963e-08,1.1091e-07,1.0125e-07,5.3465e-08
1.7137e-11,3.5871e-11,-3.1854e-10,-1.0333e-09,-9.0757e-10,2.556e-10
1.2203e-12,-3.3173e-12,-3.0693e-13,-1.8867e-11,-1.8276e-11,-5.7627e-12
-1.9927e-15,1.6438e-16,1.5544e-14,6.9845e-14,6.3141e-14,-1.7121e-14
-7.0871e-17,1.8116e-16,-4.3647e-17,1.0422e-15,9.9999e-16,1.8628e-16
0.077045,0.32268,-0.037209,0.37291,-0.10365,-0.25717
-0.00041061,-8.9273e-05,-0.0096317,0.0065466,-0.0038984,-0.0010684
1.8442e-05,3.9226e-06,-7.5073e-05,-0.0001639,-0.00012576,-2.1761e-05
-1.4598e-07,-4.4595e-07,1.0922e-06,2.2524e-06,2.2019e-06,-1.0637e-06
-2.7252e-09,2.0981e-09,1.1332e-08,4.143e-08,6.1464e-08,-9.4621e-10
5.5451e-11,6.3863e-11,-2.2546e-10,-6.7286e-10,-3.1449e-10,3.3428e-10
7.3962e-13,-1.702e-13,-4.3468e-13,-4.3118e-12,-1.1256e-11,2.2262e-12
-3.9214e-15,-2.7613e-15,1.4717e-14,4.739e-14,1.746e-14,-2.3266e-14
-6.1136e-17,-7.0608e-18,1.1938e-17,1.5186e-16,6.3325e-16,-1.7921e-16
0.075857,0.34134,-0.038995,0.49278,-0.054081,-0.12835
-0.0004029,-0.0003993,-0.0031634,0.0031603,-9.3599e-05,-0.0010234
